일시	지점	일최저체감온도(°C)	일최고기온(°C)	일평균기온(°C)	일최저기온(°C)	일평균상대습도(%)	일평균풍속(m/s)	일최대풍속(m/s)	한파특보(O/X)	한파영향예보(단계)	동파가능지수(03h)(단계)	동파가능지수(06h)(단계)	동파가능지수(09h)(단계)	동파가능지수(12h)(단계)	동파가능지수(15h)(단계)	동파가능지수(18h)(단계)	동파가능지수(21h)(단계)	동파가능지수(24h)(단계)
2024-01-12	거창(284)	-3.5	10.5	3.9	-3.6	55.4	1.9	4.5	X	 								
2024-01-12	합천(285)	-1.5	12.4	2.9	-2.5	61.1	.4	2	X	 								
2024-01-12	밀양(288)	-3.1	11	1.7	-4.3	64.1	.5	3.4	X	 								
2024-01-12	산청(289)	0	11.3	6.3	1.9	46.3	2.6	5.6	X	 								
2024-01-12	거제(294)	1.2	11.1	5.5	1.1	66.6	.8	3.7	X	 								
2024-01-12	남해(295)	.6	12.1	7.3	1.4	51.8	1.9	4.3	X	 								
2024-01-12	부천(433)	-1.2	4	.9	-1.2	48	.8	2.2	X	 								
2024-01-12	안양(434)	-1.9	5.1	2.1	.5		1.4	4.4	X	 								
2024-01-12	광명(437)	-1.4	5.5	2.3	0	52	1.5	3	X	 								
2024-01-12	군포(438)	-1.5	5.3	2.1	.2	48	1.5	4.1	X	 								
2024-01-12	김포(441)		4.1	.3	-2.7		1.2	4.1	X	 								
2024-01-12	하남(444)	-1.1	4.4	.3	-3.4	55	.3	1.2	X	 								
2024-01-12	의왕(445)	-3.6	5.5	1.3	-2.1	56	1.2	3.5	X	 								
2024-01-12	포천(504)	-6.4	4.9	-.7	-5.6	66	1.7	4.5	X	 								
2024-01-12	가평조종(505)	-6.4	3.7	-.4	-4.4	65	1.5	3.7	X	 								
2024-01-12	안성(516)	-3.5	5.6	.9	-3.5	72	1.6	4.9	X	 								
2024-01-12	간성(517)	-2.1	7.6	4.2	1.4	28	3.3	6.4	X	 								
2024-01-12	평창(526)	-6.7	5.6	-.5	-4.5	53	1.3	3.7	X	 								
2024-01-12	의정부(532)	-4.4	4.3	0	-3.5	60	1.1	2.9	X	 								
2024-01-12	횡성(536)	-5.1	6.3	.3	-4.5	65	1.5	4.4	X	 								
2024-01-12	고양(540)	-3	5	-.3	-3.9	67			X	 								
2024-01-12	남양주(541)	-5	6.2	0	-4	66	1.2	3.9	X	 								
2024-01-12	안산(545)		5.8	-.9	-5.9	71	.4	2.7	X	 								
2024-01-12	경기광주(546)	-3.1	5	.4	-3.4	56	.9	3.9	X	 								
2024-01-12	여주(548)	-4.1	6.1	1.7	-1.6	56	1.7	3.5	X	 								
2024-01-12	용인(549)	-4.7	5.9	.2	-4.4	65	1.2	4.3	X	 								
2024-01-12	오산(550)	-5.1	6.6	.2	-4	66	.9	3.4	X	 								
2024-01-12	평택(551)	-3	5.5	1.9	-2.2	69	1.7	4.8	X	 								
2024-01-12	화천(555)	-7.3	5.8	-1.1	-5	65	1.5	4.8	X	 								
2024-01-12	양구(556)	-7.5	6	-.9	-5.6	56	1.3	3.6	X	 								
2024-01-12	시흥(565)	-4.8	5.1	-.4	-5.1	68	1.3	4.2	X	 								
2024-01-12	구리(569)	-3.3	5.9	1.3	-1.8	57	1.6	4.1	X	 								
2024-01-12	화성(571)	-3.8	4.8	.5	-2.5	66	.6	2.4	X	 								
2024-01-12	성남(572)	-1.1	5.4	.8	-2.3	47	.8	2.9	X	 								
2024-01-12	과천(590)	-4.3	5.7	1	-3	60	1.4	3.8	X	 								
2024-01-12	양주(598)	-7.3	4.4	-2	-6.4	71	1.2	3.6	X	 								
2024-01-12	단양(601)	-4.8	6.7	1.4	-4.6	64	1.6	4.7	X	 								
2024-01-12	진천(602)	-5.7	6.4	1.9	-3.1	61	2.2	5.7	X	 								
2024-01-12	괴산(603)	-6.5	6.2	.6	-4.7	65	1.4	4	X	 								
2024-01-12	옥천(604)	-1.8	8.5	2.7	-3.5	65	.8	2.9	X	 								
2024-01-12	홍북(608)								X	 								
2024-01-12	공주(612)	-3.2	8.5	1.9	-3.7	68	1.1	3.9	X	 								
2024-01-12	서천(614)	-3	8	2.4	-3.1	72	1.2	4.2	X	 								
2024-01-12	논산(615)	-4.9	8.8	2.1	-3.9	66	1.4	4.5	X	 								
2024-01-12	당진(616)	-4.2	5.1	.6	-2.8	74	1.1	3.9	X	 								
2024-01-12	청양(618)		7.5	.7	-5.4	72	.5	2.3	X	 								
2024-01-12	음성(619)	-7.9	5.3	.8	-4.5	67	3.1	5.8	X	 								
2024-01-12	증평(623)	-2.3	6.9	1.9	-3.4	56	1.5	4.4	X	 								
2024-01-12	태안(627)	.1	6.2	1.7	-2	66	1	3.6	X	 								
2024-01-12	예산(628)	-3.8	7.2	1.9	-2.2	71	1.3	3.7	X	 								
2024-01-12	아산(634)	-4.2	5.4	1.4	-2.4	72	1.6	4.6	X	 								
2024-01-12	계룡(636)	-7.5	7.7	.9	-6	71	1.1	4.8	X	 								
2024-01-12	연천청산(652)	-6.9	4	-2.2	-5.8	74	.9	2.9	X	 								
2024-01-12	양양(670)	-.8	9	4.8	2.5	32	3.7	7	X	 								
2024-01-12	무안(699)	-.8	8.9	3.9	-.8	72	1.9	6.1	X	 								
2024-01-12	무주(701)	-3.3	7.7	2.3	-3.7	66	1.4	3.9	X	 								
2024-01-12	익산(702)	-2.5	8.4	3.1	-1.3	65	1.5	4.4	X	 								
2024-01-12	진안(703)	-6.4	6.7	1.7	-4.2	73	1.8	3.8	X	 								
2024-01-12	담양(706)	-3.8	11.1	3.6	-2.4	70	1.5	4.5	X	 								
2024-01-12	구례(709)	-1.3	11	6.4	2.6	58	4.4	6.9	X	 								
2024-01-12	나주(710)	-3	10.4	3.6	-2.7	75	1.7	4.4	X	 								
2024-01-12	순천시(712)	-2.2	12.7	6	-.6	59	2	4.8	X	 								
2024-01-12	광양읍(713)	1.4	12.7	6.6	2	53	1.6	3.6	X	 								
2024-01-12	장성(730)	-3.4	9.8	3.4	-2.2	69	1	4.5	X	 								
2024-01-12	영암(731)	-5.2	10.4	3.6	-3.6	79	1.5	4.4	X	 								
2024-01-12	보성(732)	-2.1	10.4	4.2	-2.8	65	1.1	4.5	X	 								
2024-01-12	완주(734)	-5.8	9.4	2.2	-3.5	75	1	4.8	X	 								
2024-01-12	김제(737)	-2.3	8.2	3.8	-.1	63	2.4	5.5	X	 								
2024-01-12	화순(741)	-4.3	10.8	3.6	-2.8	64	1.9	5.5	X	 								
2024-01-12	함평(754)	-4.3	9.9	3.4	-2.8	71	1.9	5.2	X	 								
2024-01-12	곡성(768)	-3.1	10.4	3.5	-2.4	66	1.5	4.3	X	 								
2024-01-12	압해도(789)	.7	9.4	5.4	-.4	75	2.3	6.2	X	 								
2024-01-12	영양(801)	-5.7	8.2	2.5	-4.3	50	2	4.1	X	 								
2024-01-12	성주(810)	-6	11	1.1	-5.4	62	1.3	5	X	 								
2024-01-12	고령(812)	-5.6	10.8	.4	-6	71	.6	2.3	X	 								
2024-01-12	청도(813)	-8.7	10.7	.3	-6.7	69	1.1	3.8	X	 								
2024-01-12	예천(815)	-2.7	8.7	4.3	.5	39	2.2	4.8	X	 								
2024-01-12	김천(822)	-4	9.7	5.3	-.4	45	3.2	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	군위(823)	-4.5	9.2	3.1	-2.9	56	1.9	6.3	X	 								
2024-01-12	칠곡(825)	-3.5	9.9	3.7	-2.5	58	2	5.5	X	 								
2024-01-12	경산(827)	-2.6	10	3.5	-1.7	51	1.2	4.3	주의보	 								
2024-01-12	삼척(876)	-.5	9.9	4	-.9	42	1.2	3.5	X	 								
2024-01-12	속초(90)	-1.1	8.3	4.2	1.6	28.9	2	4.9	X	 								
2024-01-12	삼천포(907)	1.8	12.3	7	3.2	54	2.2	4.1	X	 								
2024-01-12	고성(918)	-5.4	11	1.9	-4.3	78	1.6	5.1	X	 								
2024-01-12	창녕(919)	-5.2	10.8	1.3	-4.9	72	.7	2.9	X	 								
2024-01-12	함안(920)	-7.4	11.8	.8	-5.4	79	1	2.7	X	 								
2024-01-12	북춘천(93)	-7.2	5.7	-1.4	-6	61.1	1.2	4.1	X	 								
2024-01-12	하동(932)	-1.6	12.8	5.3	-1	61	1.2	5	X	 								
2024-01-12	철원(95)	-6.6	2.9	-1.7	-6.3	66.9	1	3	X	 								
2024-01-12	동두천(98)	-5.1	4.5	-.6	-4.1	64.4	.9	3.7	X	 								
2024-01-12	파주(99)	-7.5	3.5	-1.6	-7	68.5	.9	3.1	X	 								
2024-01-13	북강릉(104)	-4.8	3.9	.8	-3.1	44.5	1.8	5.3	X	 								
2024-01-13	동해(106)	-3.2	4.9	2.1	-1.5	43.8	2.4	6.5	X	 								
2024-01-13	서울(108)	-5.8	6.4	.4	-3.8	44.3	1.4	3.8	X	 								
2024-01-13	인천(112)	-5.5	4.4	.4	-1.9	50	2.1	3.6	X	 								
2024-01-13	원주(114)	-5.3	4.9	-.5	-4.6	51.6	.5	1.9	X	 								
2024-01-13	울릉도(115)	-8	3.4	.5	-2.1	72.9	3.9	10	X	 								
2024-01-13	수원(119)	-5.8	6.3	-.2	-5.2	48.9	1	3	X	 								
2024-01-13	영월(121)	-7.6	5.8	-1.5	-6.7	57	.6	2.3	X	 								
2024-01-13	충주(127)	-8.7	4.5	-2.3	-7.2	59.3	.8	1.9	X	 								
2024-01-13	서산(129)	-8	7.1	-.5	-6.2	77.3	.9	3.8	X	 								
2024-01-13	울진(130)	-6.7	5.2	1	-2.9	46.8	3.1	6.5	X	 								
2024-01-13	청주(131)	-2.5	6.7	1.6	-3	45.9	.8	2.5	X	 								
2024-01-13	대전(133)	-5.8	6.9	.4	-4.5	53.5	1.2	3.6	X	 								
2024-01-13	추풍령(135)	-7.7	5.1	-.6	-5.5	44.6	3.5	7.1	X	 								
2024-01-13	안동(136)	-6	6.3	.5	-3.9	43	1.4	3.8	X	관심								
2024-01-13	상주(137)	-5.8	7	1.1	-3.7	41.1	1.7	4.6	X	 								
2024-01-13	포항(138)	-3.3	6.4	3.2	.6	40.9	2.6	5	X	 								
2024-01-13	군산(140)	-4.3	6.2	.5	-4.2	71.8	1.1	4	X	 								
2024-01-13	대구(143)	-3.5	8.7	2.9	-1.5	35.6	2.8	6.1	X	 								
2024-01-13	전주(146)	-4.4	6.8	1.5	-2.8	59.6	1.2	3.3	X	 								
2024-01-13	울산(152)	-2.7	7	3	-.2	37.8	2.7	4.9	X	 								
2024-01-13	창원(155)	-1.8	8.1	3.4	-1.2	37.3	1.5	4.1	X	 								
2024-01-13	광주(156)	-2.6	8.5	3.3	-.9	49.1	.8	1.8	X	 								
2024-01-13	부산(159)	-1.4	10.3	4.6	1.4	36.9	2.4	5	X	 								
2024-01-13	통영(162)	-1.8	9.8	4.4	.2	41.5	2.2	6.7	X	 								
2024-01-13	목포(165)	-3.5	6.2	2.7	.3	64.5	3.1	6.7	X	 								
2024-01-13	여수(168)	-1.9	9.9	5.3	1.9	39.5	3	10.4	X	 								
2024-01-13	흑산도(169)	.7	7.9	5.5	3.7	70.8	3.5	6	X	 								
2024-01-13	완도(170)	-.3	9.6	4.5	1	51.1	1.2	2.8	X	관심								
2024-01-13	고창(172)	-7.2	7.4	.1	-5.4	68.6	1.6	5.2	X	 								
2024-01-13	제주(184)	1.4	11	6.6	3.8	52.6	1.9	3.6	X	 								
2024-01-13	진주(192)	-5.5	10.8	.8	-4.9	62.3	.5	2.9	X	 								
2024-01-13	양평(202)	-7.1	4.9	-1.3	-6	60.5	.6	2.7	X	 								
2024-01-13	이천(203)	-8.2	5	-1	-4.9	54	.9	2.3	X	 								
2024-01-13	인제(211)	-8.3	4.2	-3.3	-7.8	60.8	.4	2.1	X	 								
2024-01-13	홍천(212)	-10.6	4	-3.2	-8.1	62	.4	1.7	X	 								
2024-01-13	태백(216)	-10.2	.8	-3.8	-7.2	41.4	1.6	4.2	X	 								
2024-01-13	정선군(217)	-11.5	5.4	-4	-9.2	54.1	.8	2.6	X	 								
2024-01-13	제천(221)	-8.6	3.6	-2.9	-7.6	61.5	.8	3.3	X	 								
2024-01-13	보은(226)	-5.1	5.7	-.7	-4.6	56.6	.8	3.2	X	 								
2024-01-13	천안(232)	-6.9	5.8	-1.2	-6.7	67	.8	3.4	X	 								
2024-01-13	보령(235)	-4.5	7.2	.8	-3	67.5	.9	2.8	X	 								
2024-01-13	부여(236)	-4.4	7.7	-.7	-6.6	74.4	.4	2.6	X	 								
2024-01-13	금산(238)	-7	6.4	-1.4	-7.1	67	.6	2.2	X	 								
2024-01-13	세종(239)	-6.5	7.5	-.1	-5.3	63.9	.7	2.9	X	 								
2024-01-13	부안(243)	-5.3	6.9	.9	-4	72.9	.6	2.3	X	 								
2024-01-13	임실(244)	-6.3	7.7	-.5	-5.5	66	.7	2.6	주의보	관심								
2024-01-13	정읍(245)	-5.1	6.2	.6	-3.6	61	.8	3.8	X	 								
2024-01-13	남원(247)	-9.1	8.2	.3	-5.4	60.9	1.6	3.7	X	관심								
2024-01-13	장수(248)	-8.6	6.3	-1.5	-6.4	64.5	1.1	3.9	X	관심								
2024-01-13	영광군(252)	-4.9	6.7	.4	-4.5	69.9	1	3.8	X	 								
2024-01-13	김해시(253)	-1.1	9.8	3.5	-.4	40.5	1.6	4.7	X	 								
2024-01-13	순창군(254)	-7.7	8.5	.1	-5.8	62.4	1.2	3.8	X	 								
2024-01-13	양산시(257)	-3.5	10.6	3.2	-1.9	53	1.7	4.4	X	 								
2024-01-13	강진군(259)	-3.1	9.7	2.8	-2.4	57.1	1.7	4.8	X	 								
2024-01-13	장흥(260)	-6.4	9.6	.6	-6.4	62.8	1	4	X	 								
2024-01-13	해남(261)	-5.9	8.5	1.4	-4.1	69.6	1.4	4.3	X	 								
2024-01-13	고흥(262)	-.4	10.6	3.5	-1.8	50	1.4	4.6	X	 								
2024-01-13	의령군(263)	-8.2	10	.3	-6.3	70.9	1.2	3.6	X	 								
2024-01-13	함양군(264)	-5.7	10.5	1.2	-4.9	47.1	1.7	5.4	X	관심								
2024-01-13	진도군ASOS(268)	-4.9	7.6	1.9	-2.8	72.3	1.9	4.9	X	 								
2024-01-13	봉화(271)	-6.4	5.3	-.1	-5.5	44.6	2.1	6	X	 								
2024-01-13	영주(272)	-9	5.4	-.4	-6	46.5	3.9	7.4	X	 								
2024-01-13	문경(273)	-7.2	6	.5	-4.5	38.9	2.6	6.1	X	 								
2024-01-13	청송군(276)	-7.4	6.2	-.9	-6.3	50.4	1.6	4	X	관심								
2024-01-13	영덕(277)	-5.9	5.4	1.1	-3.3	47.5	2.5	7	X	 								
2024-01-13	의성(278)	-6.9	7.3	-1.8	-8.1	57.8	.6	2.7	X	 								
2024-01-13	구미(279)	-4.1	7.8	2	-3.1	38.3	1.4	3	X	 								
2024-01-13	영천(281)	-4.2	7.5	1.3	-4	44.4	1.6	4.5	X	 								
2024-01-13	경주시(283)	-8.5	8.7	.8	-5	45	2.2	5.7	X	 								
2024-01-13	거창(284)	-7.2	9	-.4	-6	54.4	.9	2.6	X	관심								
2024-01-13	합천(285)	-5.4	9.4	.6	-5.3	56.4	.5	3	X	 								
2024-01-13	밀양(288)	-6.1	9.1	1	-5.1	49.9	.6	3.7	X	 								
2024-01-13	산청(289)	-3.2	10	3.3	-3.2	36.3	2.3	5.7	X	관심								
2024-01-13	거제(294)	-.6	8.8	3.5	-.8	53.4	.8	2.5	X	 								
2024-01-13	남해(295)	-2.1	9.6	3.3	-.9	52.1	.8	1.8	X	 								
2024-01-13	부천(433)	-3.2	4.3	0	-3.2	41	.5	2.2	X	 								
2024-01-13	안양(434)	-2.8	5.6	1.2	-1.7		.5	2.4	X	 								
2024-01-13	광명(437)	-2.5	5.9	1.8	-1.5	39	.8	2.1	X	 								
2024-01-13	군포(438)	-2.9	6.3	1.2	-1.4	38	.9	2.5	X	 								
2024-01-13	김포(441)		5.2	-.7	-4.9				X	 								
2024-01-13	하남(444)		3.5	-2.3	-7.2	51	.1	1	X	 								
2024-01-13	의왕(445)	-5.5	5.6	-.1	-4.3	43	.9	2.4	X	 								
2024-01-13	포천(504)	-11.2	4.8	-3.2	-8.7	67	.8	2.7	X	 								
2024-01-13	가평조종(505)	-10.9	4.7	-3.4	-9.1	64	.7	2.7	X	 								
2024-01-13	안성(516)	-8.1	5.2	-1.2	-6.1	65	.9	3	X	 								
2024-01-13	간성(517)	-7.1	2.9	-.4	-4.6	47	2.4	4.5	X	 								
2024-01-13	평창(526)	-9.8	4.3	-4	-9.7	57	.8	2.3	X	 								
2024-01-13	의정부(532)	-9.4	5.1	-1.7	-7.2	47	.7	2.2	X	 								
2024-01-13	횡성(536)	-10.3	5.1	-3.2	-8.6	65	.8	2.3	X	 								
2024-01-13	고양(540)		5.9	-1.8	-7.3	52			X	 								
2024-01-13	남양주(541)	-8.9	5.5	-2	-7	56	.7	2.5	X	 								
2024-01-13	안산(545)	-6.3	6.4	-2.6	-8.7	68	.3	2	X	 								
2024-01-13	경기광주(546)	-7.9	4.9	-1.5	-7.1	47	.9	3.3	X	 								
2024-01-13	여주(548)	-7.8	5.1	-.7	-5.1	44	1.5	3.1	X	 								
2024-01-13	용인(549)	-8.7	5.7	-2	-7.5	58	.6	2.3	X	 								
2024-01-13	오산(550)	-5.3	6.1	-1.3	-7.1	60	.7	3	X	 								
2024-01-13	평택(551)	-5.8	6.1	-.1	-5.1	64	.6	3.1	X	 								
2024-01-13	화천(555)	-12.2	4.1	-3.5	-8.8	62	1.2	2.4	X	 								
2024-01-13	양구(556)	-12.2	4	-4.5	-9.9	63	.7	1.7	X	 								
2024-01-13	시흥(565)	-7.8	4.9	-2.3	-7.4	68	.7	3.1	X	 								
2024-01-13	구리(569)	-8.1	5.3	-.6	-5.4	50	.9	2.3	X	 								
2024-01-13	화성(571)	-4.3	5.9	0	-4	54	.3	2.2	X	 								
2024-01-13	성남(572)	-4.3	5.2	-.9	-4.9	41	.4	2.1	X	 								
2024-01-13	과천(590)	-7.5	5.9	-1.3	-6.5	55	.9	2.5	X	 								
2024-01-13	양주(598)	-11.8	4.9	-3.6	-9.4	69	.7	2.4	X	 								
2024-01-13	단양(601)	-7.7	5.3	-2.8	-7.7	70	.7	2.5	X	 								
2024-01-13	진천(602)	-7.2	6.5	-.9	-5	61	1.3	4.1	X	 								
2024-01-13	괴산(603)	-8.3	5.3	-3	-8.1	69	.6	2.6	X	 								
2024-01-13	옥천(604)	-7.6	6.6	-.9	-6.3	61	.6	3.5	X	 								
2024-01-13	홍북(608)								X	 								
2024-01-13	공주(612)	-6	7	-.8	-6.6	71	.6	2.5	X	 								
2024-01-13	서천(614)	-4.4	6.4	-.3	-4.9	82	.9	3.9	X	 								
2024-01-13	논산(615)	-7.6	7.7	-.4	-6	68	.9	2.6	X	 								
2024-01-13	당진(616)	-5.4	6.3	-.4	-4.9	70	.8	3.1	X	 								
2024-01-13	청양(618)		6.6	-2.2	-7.9	78	.4	2.8	X	 								
2024-01-13	음성(619)	-10.6	5.2	-2.5	-6.7	66	1.6	4.6	X	 								
2024-01-13	증평(623)	-8.4	5.8	-1.3	-6.5	58	.6	2.8	X	 								
2024-01-13	태안(627)	-2	7.3	1.5	-3.4	69	.7	2.7	X	 								
2024-01-13	예산(628)	-7.3	6.2	.1	-4.5	73	1.1	2.3	X	 								
2024-01-13	아산(634)	-8.1	5.4	-.4	-5.1	72	1.3	2.7	X	 								
2024-01-13	계룡(636)	-7.5	6.9	-2.6	-8.7	74	.5	2.6	X	 								
2024-01-13	연천청산(652)	-10.9	4.2	-3.8	-9.4	66	.7	2.2	X	 								
2024-01-13	양양(670)	-5.7	3.1	.7	-2.8	41	2.7	6.3	X	 								
2024-01-13	무안(699)	-4.8	7.7	1.3	-3.8	69	1.6	5.3	X	 								
2024-01-13	무주(701)	-7.1	6.2	-1.9	-6.7	67	.9	3.5	X	관심								
2024-01-13	익산(702)	-5.3	7.4	.3	-4.9	70	1.2	4.1	X	 								
2024-01-13	진안(703)	-8.9	6.1	-1.9	-7.3	69	1	3.1	X	관심								
2024-01-13	담양(706)	-7.2	9.4	.8	-5.8	71	1.5	4.5	X	 								
2024-01-13	구례(709)	-5.1	9.6	2.3	-4.3	53	2.7	10.7	X	관심								
2024-01-13	나주(710)	-6.1	8.5	.8	-5.8	71	1.3	4.4	X	 								
2024-01-13	순천시(712)	-4.4	11.2	3.7	-2.3	48	1.9	5.4	X	 								
2024-01-13	광양읍(713)	-2.1	11.9	3.9	-1.5	41	1.4	3.6	X	 								
2024-01-13	장성(730)	-5.6				67	1	4.4	X	 								
2024-01-13	영암(731)	-7.1	8.4	-.2	-6.1	76	1.1	3.7	X	 								
2024-01-13	보성(732)	-3.2	8.4	.1	-5.9	62	.5	3.2	X	 								
2024-01-13	완주(734)	-6.6	8	-.1	-5.4	71	.9	3	X	 								
2024-01-13	김제(737)	-6.7	7.2	1.1	-3.1	65	1.8	3.1	X	 								
2024-01-13	화순(741)	-5.8	9.8	.7	-5.4	61	1.4	5.2	X	 								
2024-01-13	함평(754)	-7.4	8	.6	-5.4	73	1.9	4.9	X	 								
2024-01-13	곡성(768)	-5.8	9.2	.1	-5.5	65	1.3	5	X	 								
2024-01-13	압해도(789)	-2.1	7.8	3	-1.5	66	1.8	5.2	X	관심								
2024-01-13	영양(801)	-9.9	6.1	-2.2	-8.3	58	1.1	3.4	X	 								
2024-01-13	성주(810)	-8.5	8.2	-.6	-6.7	55	1.5	5.8	X	 								
2024-01-13	고령(812)	-8.2	8.5	-1.3	-6.9	62	.8	2.8	X	 								
2024-01-13	청도(813)	-8.8	8.7	-.5	-6.7	58	1.4	5.3	X	 								
2024-01-13	예천(815)	-6.8	7.1	-.6	-6.1	46	1.1	2.7	X	관심								
2024-01-13	김천(822)	-7	8.4	1	-6.3	41	2.2	6.1	X	관심								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	군위(823)	-9.8	6.6	-1.3	-6.8	61	1.4	5.2	X	 								
2024-01-13	칠곡(825)	-3.4	8.2	1.8	-4.3	49	1.9	5	X	 								
